record_id,product_category,event_type,store_location,storage_condition,shelf_life_days,days_before_expiry,initial_stock,expected_daily_sales,actual_daily_sales,total_actual_sales,price_per_unit,supplier_reliability,temperature_deviation,historical_waste_rate,promotion_active,day_of_week,month,weather_score,waste_units,waste_percentage,financial_loss
552,Ready_to_Eat,Hari_Raya_Idul_Adha,Near_Transport_Hub,Controlled_Atmosphere,3,1,67,46,44,44,53336,0.8,0.28,0.291,0,1,5,3,13,0.194,693368
553,Seafood,Natal_Tahun_Baru,Urban_Center,Controlled_Atmosphere,1,1,19,18,19,19,125941,0.68,0.1,0.182,0,5,9,3,3,0.1579,377823
554,Meat,Hari_Raya_Idul_Adha,Urban_Center,Room_Temperature,3,2,142,42,46,92,87300,0.68,2.0,0.133,0,6,5,5,20,0.1408,1746000
555,Bakery,Normal,Near_Transport_Hub,Room_Temperature,3,1,79,74,81,79,11702,0.65,2.75,0.183,1,4,9,4,2,0.0253,23404
556,Vegetables,Normal,Near_Transport_Hub,Controlled_Atmosphere,3,2,72,32,32,64,37705,0.84,0.52,0.107,1,2,2,2,6,0.0833,226230
557,Fruits,Normal,Residential_Area,Refrigerated,7,2,203,96,89,178,56496,0.64,3.67,0.147,1,2,3,2,9,0.0443,508464
558,Fruits,Natal_Tahun_Baru,Urban_Center,Room_Temperature,10,5,718,140,142,710,14103,0.67,1.66,0.117,0,6,8,4,3,0.0042,42309
559,Bakery,Normal,Urban_Center,Frozen,4,3,26,9,8,24,6584,0.62,0.09,0.222,1,2,9,5,0,0.0,0
560,Bakery,Normal,Rural,Controlled_Atmosphere,4,3,192,64,32,96,18941,0.7,0.46,0.239,0,3,9,5,30,0.1562,568230
561,Dairy,Normal,Near_Transport_Hub,Room_Temperature,13,3,161,54,67,161,33227,0.74,3.72,0.122,0,6,2,3,3,0.0186,99681
562,Snacks,Normal,Rural,Frozen,110,76,5683,74,45,3420,17489,0.62,2.6,0.036,0,4,8,5,330,0.0581,5771370
563,Bakery,Promo_Besar,Near_Transport_Hub,Room_Temperature,4,3,176,58,50,150,21289,0.87,1.52,0.175,0,1,8,1,6,0.0341,127734
564,Dairy,Mudik_Lebaran,Urban_Center,Controlled_Atmosphere,8,6,19,3,2,12,23564,0.91,0.5,0.191,0,1,12,3,6,0.3158,141384
565,Ready_to_Eat,Back_to_School,Rural,Room_Temperature,1,1,74,64,40,40,35312,0.77,4.83,0.19,1,3,10,3,17,0.2297,600304
566,Ready_to_Eat,Normal,Suburban,Frozen,1,1,71,70,63,63,29486,0.83,3.14,0.257,0,7,7,1,5,0.0704,147430
567,Snacks,Back_to_School,Rural,Controlled_Atmosphere,105,55,5033,86,71,3905,6813,0.97,0.03,0.046,1,2,10,3,48,0.0095,327024
568,Meat,Ramadan,Residential_Area,Frozen,2,1,33,37,36,33,125838,0.91,2.59,0.217,1,3,11,1,2,0.0606,251676
569,Ready_to_Eat,Mudik_Lebaran,Rural,Refrigerated,1,1,37,34,21,21,58524,0.99,0.68,0.309,0,2,5,3,17,0.4595,994908
570,Ready_to_Eat,Natal_Tahun_Baru,Urban_Center,Refrigerated,1,1,177,160,148,148,26200,0.68,2.37,0.3,0,1,2,3,19,0.1073,497800
571,Snacks,Normal,Residential_Area,Controlled_Atmosphere,169,158,4377,24,21,3318,17111,0.66,0.74,0.034,0,6,9,2,91,0.0208,1557101
572,Bakery,Promo_Besar,Near_Transport_Hub,Frozen,3,2,239,127,119,238,16660,0.93,0.74,0.174,1,4,1,5,5,0.0209,83300
573,Ready_to_Eat,Mudik_Lebaran,Rural,Room_Temperature,2,1,15,14,7,7,42809,0.94,2.52,0.227,0,4,9,1,10,0.6667,428090
574,Ready_to_Eat,Normal,Suburban,Frozen,3,2,121,49,31,62,41702,0.75,2.36,0.274,0,5,11,5,29,0.2397,1209358
575,Ready_to_Eat,Normal,Residential_Area,Controlled_Atmosphere,1,1,13,14,8,8,16326,0.87,0.5,0.277,0,2,12,2,7,0.5385,114282
576,Frozen,Natal_Tahun_Baru,Near_Transport_Hub,Refrigerated,45,40,2774,56,78,2774,24552,0.78,1.87,0.054,1,2,6,1,5,0.0018,122760
577,Ready_to_Eat,Pasca_Mudik,Suburban,Frozen,2,1,154,158,160,154,20622,0.77,2.64,0.294,1,1,11,1,0,0.0,0
578,Vegetables,Long_Weekend,Residential_Area,Refrigerated,4,1,127,74,56,56,45089,0.81,0.95,0.115,0,5,6,3,24,0.189,1082136
579,Bakery,Mudik_Lebaran,Near_Transport_Hub,Refrigerated,5,1,13,11,14,13,6864,0.8,0.26,0.205,1,7,5,3,1,0.0769,6864
580,Fruits,Normal,Residential_Area,Room_Temperature,7,4,344,73,44,176,19532,0.83,4.68,0.155,0,1,6,4,36,0.1047,703152
581,Meat,Normal,Rural,Refrigerated,3,2,47,21,12,24,99954,0.88,3.83,0.13,0,4,10,5,12,0.2553,1199448
582,Meat,Normal,Urban_Center,Refrigerated,2,1,67,65,88,67,82599,0.72,4.25,0.231,1,1,1,2,5,0.0746,412995
583,Dairy,Pasca_Mudik,Urban_Center,Controlled_Atmosphere,9,3,423,126,137,411,12574,0.78,0.9,0.193,0,2,6,4,1,0.0024,12574
584,Ready_to_Eat,Normal,Near_Transport_Hub,Refrigerated,1,1,13,14,10,10,21835,0.71,1.57,0.265,0,3,3,5,6,0.4615,131010
585,Bakery,Normal,Residential_Area,Room_Temperature,4,3,235,63,74,222,17533,0.89,4.71,0.234,1,6,4,5,8,0.034,140264
586,Snacks,Normal,Rural,Controlled_Atmosphere,150,125,5849,37,33,4125,39143,0.69,0.74,0.033,0,7,3,1,164,0.028,6419452
587,Beverages,Promo_Besar,Urban_Center,Controlled_Atmosphere,47,18,1707,93,88,1584,10537,0.62,0.85,0.028,1,4,7,4,8,0.0047,84296
588,Frozen,Pasca_Mudik,Rural,Refrigerated,168,90,2920,27,20,1800,59068,0.97,4.54,0.059,0,7,1,3,154,0.0527,9096472
589,Dairy,Long_Weekend,Residential_Area,Controlled_Atmosphere,14,11,693,36,30,330,35376,0.77,0.72,0.174,1,4,8,2,86,0.1241,3042336
590,Fruits,Normal,Suburban,Frozen,8,5,242,48,37,185,40225,0.86,3.91,0.142,0,1,5,5,14,0.0579,563150
591,Beverages,Mudik_Lebaran,Near_Transport_Hub,Refrigerated,268,19,668,21,20,380,19276,0.76,2.9,0.022,0,5,6,1,42,0.0629,809592
592,Fruits,Hari_Raya_Idul_Adha,Suburban,Room_Temperature,5,2,132,56,38,76,10046,0.67,2.53,0.116,0,5,12,2,22,0.1667,221012
593,Fruits,Normal,Rural,Refrigerated,6,3,61,19,15,45,71982,0.63,1.02,0.125,0,6,7,1,4,0.0656,287928
594,Dairy,Normal,Rural,Frozen,9,6,500,82,36,216,7041,0.66,0.22,0.189,0,1,2,5,54,0.108,380214
595,Snacks,Long_Weekend,Rural,Room_Temperature,108,107,7950,47,28,2996,29975,0.91,3.25,0.051,0,2,10,5,724,0.0911,21701900
596,Frozen,Pasca_Mudik,Urban_Center,Refrigerated,150,135,18092,133,112,15120,90398,0.72,1.22,0.042,0,3,4,4,313,0.0173,28294574
597,Seafood,Mudik_Lebaran,Near_Transport_Hub,Frozen,1,1,55,32,35,35,196266,0.79,1.15,0.258,1,7,3,5,21,0.3818,4121586
598,Ready_to_Eat,Ramadan,Residential_Area,Frozen,2,1,66,63,43,43,43097,0.99,2.88,0.27,0,2,8,1,14,0.2121,603358
599,Beverages,Natal_Tahun_Baru,Suburban,Refrigerated,250,7,878,135,86,602,38744,0.95,4.59,0.037,0,4,12,5,36,0.041,1394784
600,Vegetables,Ramadan,Residential_Area,Refrigerated,7,1,32,31,31,31,32418,0.96,3.15,0.16,0,7,8,2,4,0.125,129672
601,Snacks,Normal,Urban_Center,Frozen,146,117,6019,53,47,5499,23304,0.98,0.48,0.035,0,5,9,5,33,0.0055,769032
602,Fruits,Normal,Rural,Room_Temperature,5,1,34,34,23,23,46204,0.64,1.42,0.093,1,4,4,2,6,0.1765,277224
603,Bakery,Back_to_School,Rural,Room_Temperature,1,1,141,118,72,72,3896,0.84,0.2,0.247,0,2,1,4,18,0.1277,70128
604,Fruits,Back_to_School,Residential_Area,Controlled_Atmosphere,10,9,348,38,35,315,19367,0.89,0.92,0.093,0,4,5,1,10,0.0287,193670
605,Bakery,Promo_Besar,Urban_Center,Room_Temperature,1,1,60,60,77,60,23664,0.89,3.36,0.149,0,1,7,1,2,0.0333,47328
606,Seafood,Hari_Raya_Idul_Adha,Urban_Center,Refrigerated,2,1,84,48,52,52,76295,0.71,0.76,0.261,0,3,3,2,18,0.2143,1373310
607,Seafood,Normal,Urban_Center,Controlled_Atmosphere,2,1,13,13,15,13,124690,0.85,0.23,0.2,0,2,5,2,3,0.2308,374070
608,Frozen,Ramadan,Residential_Area,Controlled_Atmosphere,105,13,781,48,37,481,52653,0.77,0.45,0.042,0,2,8,3,28,0.0359,1474284
609,Meat,Long_Weekend,Near_Transport_Hub,Controlled_Atmosphere,6,4,295,60,51,204,86517,0.69,0.85,0.17,0,3,5,3,39,0.1322,3374163
610,Frozen,Normal,Urban_Center,Frozen,154,57,2878,55,77,2878,73672,0.76,2.86,0.04,1,6,2,5,4,0.0014,294688
611,Dairy,Promo_Besar,Urban_Center,Controlled_Atmosphere,4,3,438,121,128,384,41234,0.63,0.05,0.124,0,2,9,4,10,0.0228,412340
612,Vegetables,Normal,Suburban,Room_Temperature,2,1,14,13,8,8,35866,0.76,2.42,0.111,0,2,11,2,5,0.3571,179330
613,Frozen,Normal,Rural,Refrigerated,49,5,481,80,45,225,69444,0.61,3.71,0.051,0,1,12,5,40,0.0832,2777760
614,Fruits,Long_Weekend,Near_Transport_Hub,Refrigerated,7,3,149,41,43,129,66787,0.75,2.15,0.1,0,3,8,3,6,0.0403,400722
615,Frozen,Normal,Near_Transport_Hub,Controlled_Atmosphere,125,98,9003,85,70,6860,90743,0.99,0.4,0.042,0,5,2,3,142,0.0158,12885506
616,Bakery,Pasca_Mudik,Suburban,Controlled_Atmosphere,5,2,68,30,27,54,18516,0.81,0.84,0.231,1,4,5,4,3,0.0441,55548
617,Dairy,Normal,Residential_Area,Controlled_Atmosphere,3,2,193,86,68,136,37029,0.82,0.31,0.164,0,6,8,5,20,0.1036,740580
618,Bakery,Back_to_School,Near_Transport_Hub,Refrigerated,4,1,14,12,9,9,8445,0.68,4.35,0.154,0,4,3,5,5,0.3571,42225
619,Frozen,Normal,Rural,Refrigerated,141,76,6803,87,59,4484,63710,0.83,0.83,0.044,0,7,10,3,177,0.026,11276670
620,Seafood,Back_to_School,Suburban,Room_Temperature,4,1,59,62,57,57,42576,1.0,0.03,0.247,1,1,9,4,3,0.0508,127728
621,Ready_to_Eat,Normal,Rural,Room_Temperature,2,1,36,30,16,16,66891,0.77,3.65,0.23,0,3,9,5,11,0.3056,735801
622,Meat,Normal,Suburban,Frozen,3,2,165,68,52,104,96980,0.86,1.91,0.188,0,5,5,5,19,0.1152,1842620
623,Dairy,Long_Weekend,Suburban,Refrigerated,12,3,81,16,11,33,26190,0.63,4.85,0.117,0,4,11,4,17,0.2099,445230
624,Seafood,Pasca_Mudik,Near_Transport_Hub,Controlled_Atmosphere,4,2,205,100,129,205,45499,0.95,0.84,0.28,0,7,5,2,3,0.0146,136497
625,Fruits,Natal_Tahun_Baru,Residential_Area,Controlled_Atmosphere,8,2,57,23,14,28,50349,0.89,0.21,0.124,0,2,7,3,5,0.0877,251745
626,Seafood,Mudik_Lebaran,Residential_Area,Room_Temperature,1,1,22,17,11,11,91521,0.8,0.06,0.19,0,6,8,4,10,0.4545,915210
627,Fruits,Ramadan,Residential_Area,Refrigerated,10,8,892,93,83,664,76511,0.92,0.19,0.086,0,2,12,2,33,0.037,2524863
628,Bakery,Normal,Urban_Center,Frozen,1,1,43,36,35,35,13900,0.93,4.24,0.178,0,5,12,3,6,0.1395,83400
629,Frozen,Long_Weekend,Urban_Center,Refrigerated,79,65,1456,21,24,1456,73117,0.62,3.04,0.056,0,6,12,1,0,0.0,0
630,Vegetables,Mudik_Lebaran,Urban_Center,Controlled_Atmosphere,2,1,7,7,6,6,23807,0.84,0.97,0.162,0,2,11,3,1,0.1429,23807
631,Fruits,Long_Weekend,Suburban,Room_Temperature,7,1,49,43,40,40,23405,0.83,2.07,0.144,1,2,3,3,2,0.0408,46810
632,Beverages,Normal,Rural,Frozen,358,268,23613,75,37,9916,16172,0.61,4.17,0.028,0,2,12,4,2349,0.0995,37988028
633,Seafood,Normal,Residential_Area,Frozen,1,1,38,38,23,23,55224,0.81,3.16,0.217,0,3,6,5,6,0.1579,331344
634,Vegetables,Natal_Tahun_Baru,Rural,Refrigerated,3,2,241,104,76,152,9567,0.67,1.79,0.112,0,7,1,4,32,0.1328,306144
635,Frozen,Natal_Tahun_Baru,Near_Transport_Hub,Room_Temperature,94,93,9555,94,76,7068,67579,0.72,4.85,0.061,0,5,2,4,433,0.0453,29261707
636,Frozen,Ramadan,Suburban,Room_Temperature,106,77,13121,174,168,12936,89447,0.9,0.65,0.045,0,1,5,2,16,0.0012,1431152
637,Beverages,Normal,Suburban,Room_Temperature,118,39,1551,40,42,1551,18324,0.77,3.62,0.024,0,7,6,1,3,0.0019,54972
638,Snacks,Natal_Tahun_Baru,Suburban,Controlled_Atmosphere,145,97,13911,119,94,9118,11279,0.76,0.32,0.05,0,3,5,4,402,0.0289,4534158
639,Beverages,Ramadan,Residential_Area,Refrigerated,143,46,2668,56,34,1564,5104,0.84,3.76,0.037,0,2,8,2,129,0.0484,658416
640,Vegetables,Normal,Suburban,Controlled_Atmosphere,3,2,113,46,39,78,5282,0.7,0.96,0.113,0,5,2,4,13,0.115,68666
641,Bakery,Ramadan,Near_Transport_Hub,Refrigerated,2,1,42,40,30,30,17899,0.6,3.27,0.22,0,1,5,4,9,0.2143,161091
642,Beverages,Pasca_Mudik,Near_Transport_Hub,Frozen,303,187,11599,48,57,10659,39846,0.9,4.35,0.022,1,6,10,3,129,0.0111,5140134
643,Beverages,Mudik_Lebaran,Near_Transport_Hub,Frozen,50,8,232,28,31,232,44277,0.87,1.26,0.027,1,7,1,5,3,0.0129,132831
644,Dairy,Mudik_Lebaran,Rural,Refrigerated,12,2,68,24,18,36,30966,0.7,0.42,0.114,0,6,8,4,15,0.2206,464490
645,Ready_to_Eat,Normal,Residential_Area,Controlled_Atmosphere,1,1,46,48,49,46,74018,0.89,0.81,0.19,0,6,2,3,3,0.0652,222054
646,Frozen,Normal,Rural,Refrigerated,140,30,1323,34,15,450,95685,0.81,4.27,0.042,0,3,10,4,160,0.1209,15309600
647,Meat,Normal,Urban_Center,Controlled_Atmosphere,3,2,68,35,39,68,122504,0.77,0.13,0.155,0,6,6,1,2,0.0294,245008
648,Seafood,Normal,Rural,Controlled_Atmosphere,4,3,253,80,37,111,171186,0.61,0.34,0.2,0,4,12,4,54,0.2134,9244044
649,Frozen,Normal,Urban_Center,Refrigerated,154,144,7598,44,39,5616,84414,0.75,1.46,0.044,0,1,3,5,220,0.029,18571080
650,Frozen,Mudik_Lebaran,Urban_Center,Frozen,172,126,2702,15,16,2016,64601,0.84,4.25,0.038,1,1,10,3,138,0.0511,8914938
651,Frozen,Pasca_Mudik,Rural,Room_Temperature,137,72,8212,99,70,5040,97984,0.9,1.59,0.051,0,7,7,4,225,0.0274,22046400
652,Meat,Back_to_School,Suburban,Controlled_Atmosphere,4,1,137,114,103,103,106008,0.67,0.91,0.167,0,4,7,2,10,0.073,1060080
653,Ready_to_Eat,Ramadan,Urban_Center,Controlled_Atmosphere,1,1,133,118,132,132,40927,0.87,0.95,0.178,0,7,11,4,1,0.0075,40927
654,Beverages,Normal,Suburban,Room_Temperature,271,103,4100,43,32,3296,7024,0.68,2.31,0.025,0,2,3,4,77,0.0188,540848
655,Vegetables,Hari_Raya_Idul_Adha,Suburban,Room_Temperature,5,1,9,6,4,4,29630,0.95,4.98,0.17,1,4,5,5,7,0.7778,207410
656,Snacks,Natal_Tahun_Baru,Near_Transport_Hub,Controlled_Atmosphere,165,16,1654,84,70,1120,7615,0.75,0.72,0.04,0,4,2,1,48,0.029,365520
657,Bakery,Natal_Tahun_Baru,Rural,Controlled_Atmosphere,3,1,71,73,46,46,6182,0.73,0.69,0.195,0,7,4,3,12,0.169,74184
658,Beverages,Natal_Tahun_Baru,Residential_Area,Frozen,334,19,713,37,30,570,19484,0.95,2.82,0.034,0,6,3,5,17,0.0238,331228
659,Fruits,Normal,Suburban,Room_Temperature,7,4,160,44,30,120,32742,0.83,0.74,0.085,0,5,12,5,7,0.0437,229194
660,Vegetables,Ramadan,Residential_Area,Frozen,6,3,324,99,76,228,14083,0.95,2.41,0.139,0,6,2,3,21,0.0648,295743
661,Fruits,Ramadan,Urban_Center,Room_Temperature,8,4,480,104,100,400,6599,0.94,4.23,0.14,0,2,12,2,20,0.0417,131980
662,Bakery,Promo_Besar,Residential_Area,Refrigerated,3,1,36,33,19,19,11018,0.7,3.7,0.223,0,2,4,4,8,0.2222,88144
663,Snacks,Normal,Suburban,Refrigerated,175,34,2339,70,76,2339,20986,0.83,2.91,0.039,0,7,1,3,3,0.0013,62958
664,Bakery,Mudik_Lebaran,Near_Transport_Hub,Room_Temperature,1,1,49,34,36,36,22061,0.77,4.52,0.226,0,6,4,5,12,0.2449,264732
665,Dairy,Normal,Near_Transport_Hub,Frozen,10,3,172,52,63,172,47289,0.72,4.34,0.127,1,5,9,3,1,0.0058,47289
666,Beverages,Normal,Residential_Area,Controlled_Atmosphere,283,84,2343,26,26,2184,24964,0.64,0.86,0.027,0,7,3,2,15,0.0064,374460
667,Fruits,Pasca_Mudik,Rural,Controlled_Atmosphere,4,3,298,101,72,216,25263,0.73,0.19,0.113,1,2,10,2,17,0.057,429471
668,Ready_to_Eat,Long_Weekend,Rural,Room_Temperature,2,1,38,31,21,21,57625,0.74,3.73,0.242,0,4,7,1,12,0.3158,691500
669,Vegetables,Ramadan,Suburban,Controlled_Atmosphere,4,1,153,132,105,105,19772,0.72,0.37,0.125,0,3,9,5,18,0.1176,355896
670,Snacks,Mudik_Lebaran,Rural,Refrigerated,69,32,487,11,7,224,35793,0.98,4.73,0.047,0,6,8,2,56,0.115,2004408
671,Dairy,Normal,Rural,Frozen,11,6,436,77,57,342,13800,0.95,0.37,0.193,0,7,3,2,19,0.0436,262200
672,Bakery,Mudik_Lebaran,Rural,Frozen,5,3,150,31,15,45,5228,0.95,3.5,0.229,0,3,8,2,66,0.44,345048
673,Vegetables,Normal,Rural,Frozen,6,1,23,22,18,18,28972,0.92,3.99,0.168,1,5,6,1,5,0.2174,144860
674,Vegetables,Long_Weekend,Near_Transport_Hub,Frozen,6,3,165,52,58,165,9038,0.99,3.9,0.143,0,7,2,5,1,0.0061,9038
675,Bakery,Long_Weekend,Near_Transport_Hub,Frozen,4,2,44,21,18,36,24228,0.83,2.27,0.234,0,4,1,4,5,0.1136,121140
676,Dairy,Normal,Rural,Controlled_Atmosphere,5,3,141,39,16,48,39889,0.78,0.67,0.174,0,3,12,5,24,0.1702,957336
677,Fruits,Normal,Urban_Center,Refrigerated,5,3,49,16,12,36,35160,0.86,1.01,0.096,0,2,4,3,5,0.102,175800
678,Bakery,Long_Weekend,Near_Transport_Hub,Refrigerated,4,3,93,23,26,78,16080,0.68,3.85,0.211,1,2,9,5,7,0.0753,112560
679,Bakery,Back_to_School,Residential_Area,Frozen,3,2,73,39,25,50,19610,0.74,1.28,0.153,0,1,7,4,10,0.137,196100
680,Vegetables,Back_to_School,Urban_Center,Controlled_Atmosphere,7,3,168,60,55,165,45177,0.92,0.88,0.099,0,6,11,3,1,0.006,45177
681,Ready_to_Eat,Normal,Residential_Area,Room_Temperature,1,1,13,11,10,10,66776,0.9,1.47,0.268,0,4,3,2,6,0.4615,400656
682,Meat,Normal,Urban_Center,Room_Temperature,2,1,37,33,51,37,139141,0.94,3.11,0.129,1,1,8,1,3,0.0811,417423
683,Dairy,Pasca_Mudik,Residential_Area,Room_Temperature,5,1,17,18,12,12,32517,1.0,0.56,0.148,0,7,9,4,5,0.2941,162585
684,Dairy,Normal,Near_Transport_Hub,Frozen,5,3,365,95,89,267,48806,0.89,2.39,0.172,0,2,3,2,28,0.0767,1366568
685,Seafood,Ramadan,Urban_Center,Controlled_Atmosphere,3,1,52,54,58,52,197849,0.72,0.71,0.215,0,5,10,3,3,0.0577,593547
686,Vegetables,Ramadan,Residential_Area,Refrigerated,7,4,430,110,119,430,14938,0.61,3.17,0.168,1,4,6,1,2,0.0047,29876
687,Seafood,Ramadan,Residential_Area,Controlled_Atmosphere,4,1,118,106,87,87,55885,0.9,0.66,0.222,0,2,5,3,14,0.1186,782390
688,Beverages,Ramadan,Rural,Frozen,62,51,3759,81,49,2499,40606,0.65,1.14,0.029,1,5,12,3,114,0.0303,4629084
689,Frozen,Pasca_Mudik,Urban_Center,Room_Temperature,131,50,2817,57,39,1950,17191,0.68,3.72,0.051,0,5,9,5,128,0.0454,2200448
690,Seafood,Natal_Tahun_Baru,Residential_Area,Room_Temperature,3,1,42,37,25,25,187053,0.69,4.65,0.249,0,5,7,2,12,0.2857,2244636
691,Fruits,Normal,Residential_Area,Controlled_Atmosphere,10,8,438,43,52,416,5046,0.63,0.71,0.132,1,6,10,5,6,0.0137,30276
692,Meat,Normal,Suburban,Room_Temperature,5,2,202,89,99,198,52580,0.93,0.35,0.23,1,4,2,5,3,0.0149,157740
693,Meat,Ramadan,Rural,Refrigerated,7,1,98,105,51,51,102384,0.84,1.16,0.173,0,5,12,5,14,0.1429,1433376
694,Vegetables,Hari_Raya_Idul_Adha,Urban_Center,Controlled_Atmosphere,4,1,77,53,71,71,49514,0.88,0.79,0.162,1,1,2,5,3,0.039,148542
695,Beverages,Long_Weekend,Near_Transport_Hub,Controlled_Atmosphere,59,41,903,18,13,533,23079,0.96,0.64,0.027,0,3,6,1,29,0.0321,669291
696,Seafood,Ramadan,Suburban,Controlled_Atmosphere,3,1,170,149,123,123,173273,0.75,0.52,0.276,0,5,2,5,18,0.1059,3118914
697,Ready_to_Eat,Normal,Suburban,Frozen,3,2,119,65,53,106,52407,0.92,4.26,0.261,0,4,11,4,8,0.0672,419256
698,Meat,Normal,Rural,Refrigerated,4,2,34,14,8,16,53228,0.74,3.42,0.164,0,3,8,1,11,0.3235,585508
699,Fruits,Long_Weekend,Suburban,Room_Temperature,8,6,458,47,52,312,27551,0.94,4.28,0.108,0,6,4,3,39,0.0852,1074489
700,Bakery,Ramadan,Rural,Controlled_Atmosphere,2,1,55,47,31,31,14488,0.73,0.44,0.183,1,2,6,1,13,0.2364,188344
701,Snacks,Normal,Residential_Area,Room_Temperature,110,80,6148,82,76,6080,31518,0.94,0.73,0.036,0,2,7,1,6,0.001,189108
702,Ready_to_Eat,Pasca_Mudik,Urban_Center,Frozen,1,1,23,24,26,23,27942,0.61,1.12,0.279,1,2,8,2,0,0.0,0
703,Ready_to_Eat,Mudik_Lebaran,Near_Transport_Hub,Controlled_Atmosphere,3,1,29,21,21,21,36189,0.85,0.89,0.322,0,6,6,3,6,0.2069,217134
704,Vegetables,Pasca_Mudik,Urban_Center,Room_Temperature,4,3,278,82,62,186,9332,0.99,3.92,0.141,0,3,2,5,25,0.0899,233300
705,Snacks,Long_Weekend,Suburban,Controlled_Atmosphere,94,74,1099,11,10,740,33585,0.63,1.0,0.029,0,6,1,3,47,0.0428,1578495
706,Vegetables,Normal,Rural,Frozen,7,1,100,85,50,50,11739,0.99,1.08,0.136,0,6,5,3,13,0.13,152607
707,Frozen,Normal,Residential_Area,Frozen,31,20,354,17,11,220,30687,0.91,0.36,0.037,0,2,12,2,10,0.0282,306870
708,Meat,Normal,Near_Transport_Hub,Refrigerated,4,1,28,25,23,23,144391,0.87,4.02,0.167,0,7,6,2,6,0.2143,866346
709,Frozen,Hari_Raya_Idul_Adha,Near_Transport_Hub,Refrigerated,77,34,1393,32,38,1292,99833,0.85,1.7,0.058,0,1,10,1,13,0.0093,1297829
710,Bakery,Normal,Residential_Area,Refrigerated,1,1,65,54,54,54,21614,0.83,4.3,0.255,1,5,8,2,5,0.0769,108070
711,Meat,Ramadan,Residential_Area,Room_Temperature,5,2,233,95,57,114,23976,0.85,4.68,0.222,0,1,5,3,50,0.2146,1198800
712,Snacks,Normal,Urban_Center,Controlled_Atmosphere,84,78,3362,34,23,1794,34797,0.97,0.55,0.037,0,1,11,5,77,0.0229,2679369
713,Seafood,Promo_Besar,Near_Transport_Hub,Room_Temperature,4,1,116,90,95,95,150940,0.92,4.55,0.247,0,1,9,1,9,0.0776,1358460
714,Ready_to_Eat,Pasca_Mudik,Residential_Area,Controlled_Atmosphere,3,1,82,76,43,43,22978,0.72,0.63,0.236,0,4,1,4,15,0.1829,344670
715,Frozen,Normal,Rural,Refrigerated,165,11,450,40,20,220,92000,0.9,2.86,0.04,0,1,9,1,25,0.0556,2300000
716,Vegetables,Promo_Besar,Urban_Center,Controlled_Atmosphere,7,5,965,175,137,685,47638,0.88,0.91,0.106,0,2,12,3,29,0.0301,1381502
717,Ready_to_Eat,Ramadan,Urban_Center,Refrigerated,2,1,126,124,142,126,69270,0.7,4.07,0.3,0,4,4,3,1,0.0079,69270
718,Meat,Ramadan,Residential_Area,Frozen,5,3,219,63,38,114,139765,0.71,3.45,0.171,0,3,4,4,34,0.1553,4752010
719,Frozen,Normal,Near_Transport_Hub,Room_Temperature,87,10,732,76,69,690,79033,0.63,2.68,0.04,0,6,12,4,9,0.0123,711297
720,Fruits,Normal,Urban_Center,Controlled_Atmosphere,6,1,90,92,120,90,72924,1.0,0.47,0.092,1,7,7,2,0,0.0,0
721,Seafood,Mudik_Lebaran,Rural,Controlled_Atmosphere,2,1,58,38,21,21,157020,0.91,0.19,0.182,0,5,1,2,29,0.5,4553580
722,Vegetables,Mudik_Lebaran,Urban_Center,Controlled_Atmosphere,5,2,42,18,15,30,44105,0.68,0.66,0.135,0,1,4,5,6,0.1429,264630
723,Snacks,Promo_Besar,Urban_Center,Refrigerated,147,17,1911,124,152,1911,16135,0.89,1.61,0.029,0,6,4,1,3,0.0016,48405
724,Ready_to_Eat,Normal,Suburban,Refrigerated,3,1,15,12,11,11,71421,0.83,1.93,0.278,0,6,4,4,6,0.4,428526
725,Beverages,Mudik_Lebaran,Suburban,Controlled_Atmosphere,304,185,3630,13,17,3145,16426,0.99,0.39,0.026,1,6,1,4,37,0.0102,607762
726,Frozen,Natal_Tahun_Baru,Residential_Area,Room_Temperature,132,33,5687,135,90,2970,70199,0.95,2.3,0.049,0,4,6,3,307,0.054,21551093
727,Snacks,Normal,Suburban,Room_Temperature,132,50,5435,104,87,4350,35367,0.82,3.82,0.038,0,2,7,2,151,0.0278,5340417
728,Fruits,Back_to_School,Residential_Area,Controlled_Atmosphere,3,1,55,44,39,39,55369,0.97,0.43,0.152,1,2,7,5,7,0.1273,387583
729,Ready_to_Eat,Long_Weekend,Near_Transport_Hub,Room_Temperature,1,1,57,34,36,36,18556,0.91,2.43,0.267,0,5,12,1,13,0.2281,241228
730,Dairy,Normal,Urban_Center,Frozen,4,2,92,48,49,92,18959,0.72,0.33,0.161,0,7,8,4,2,0.0217,37918
731,Bakery,Long_Weekend,Suburban,Room_Temperature,2,1,25,17,25,25,8186,0.82,3.14,0.224,1,7,4,1,3,0.12,24558
732,Bakery,Natal_Tahun_Baru,Suburban,Controlled_Atmosphere,4,2,177,98,89,177,25548,1.0,0.36,0.193,0,4,1,4,2,0.0113,51096
733,Bakery,Hari_Raya_Idul_Adha,Urban_Center,Room_Temperature,2,1,61,55,87,61,28918,0.98,0.99,0.216,1,7,2,3,0,0.0,0
